ISSN,Archive accepted manuscript,Archive published version,Sherpa/Romeo colour,Sherpa/Romeo Licence,Journal,Updated
1086-0266,can,cannot,green,,Organization & Environment,21/08/2019,
1552-7417,can,cannot,green,,Organization & Environment,21/08/2019,
0926-9851,12 months embargo,cannot,green,CC-BY-NC-ND,Journal of Applied Geophysics,1/05/2015,
1988-3226,cannot,can,blue,CC-BY3.0  ,Materiales de Construcción,27/06/2017,
0465-2746,cannot,can,blue,CC-BY3.0  ,Materiales de Construcción,27/06/2017,
0167-8329,can,cannot,green,,Education for Information,18/04/2016,
1875-8649,can,cannot,green,,Education for Information,18/04/2016,
0306-0012,12 months embargo,cannot,yellow,,Chemical Society Reviews,1/04/2019,
1460-4744,12 months embargo,cannot,yellow,,Chemical Society Reviews,1/04/2019,
1178-8933,,,,,Asian Journal of Business Research,,
1474-8460,can,can,green,CC-BY,London Review of Education,10/07/2018,
1474-8479,can,can,green,CC-BY,London Review of Education,10/07/2018,
2197-6376,,,,,Public History Weekly,,
0272-1716,can,cannot,green,,IEEE Computer Graphics and Applications,7/06/2019,
1558-1756,can,cannot,green,,IEEE Computer Graphics and Applications,7/06/2019,
1387-6988,12 months embargo,cannot,green,,Journal of Comparative Policy Analysis: Research and Practice,16/05/2014,
1572-5448,12 months embargo,cannot,green,,Journal of Comparative Policy Analysis: Research and Practice,16/05/2014,
0093-3104,18 months embargo,cannot,green,,Theory & Research in Social Education,26/03/2014,
2163-1654,18 months embargo,cannot,green,,Theory & Research in Social Education,26/03/2014,
1874-7787,12 months embargo,cannot,green,CC-BY-NC-ND,Marine Genomics,1/05/2015,
1360-4813,18 months embargo,cannot,green,,City,26/03/2014,
1470-3629,18 months embargo,cannot,green,,City,26/03/2014,
1449-4035,can,can,green,CC-BY,Policy and Society,23/04/2013,
1839-3373,can,can,green,CC-BY,Policy and Society,23/04/2013,
1756-5839,2 years embargo,cannot,yellow,,Writing & Pedagogy,29/06/2017,
1756-5847,2 years embargo,cannot,yellow,,Writing & Pedagogy,29/06/2017,
0142-257X,2 years embargo,cannot,yellow,,Polis: The Journal for Ancient Greek Political Thought,10/03/2016,
2051-2996,2 years embargo,cannot,yellow,,Polis: The Journal for Ancient Greek Political Thought,10/03/2016,
2277-9752,can,cannot,green,,IIM Kozhikode Society & Management Review,21/08/2019,
2321-029X,can,cannot,green,,IIM Kozhikode Society & Management Review,21/08/2019,
0950-6764,2 years embargo,cannot,yellow,,Development Policy Review,24/11/2017,
1467-7679,2 years embargo,cannot,yellow,,Development Policy Review,24/11/2017,
0968-1361,can,cannot,green,,Translation and Literature,4/05/2017,
1750-0214,can,cannot,green,,Translation and Literature,4/05/2017,
0889-4906,24 months embargo,cannot,green,CC-BY-NC-ND,English for Specific Purposes,9/01/2017,
1573-3882,12 months embargo,cannot,green,,Metabolomics,16/05/2014,
1573-3890,12 months embargo,cannot,green,,Metabolomics,16/05/2014,
2537-9879,,,,,Commoning Ethnography,,
2049-6729,3 years embargo,cannot,yellow,,Museum Worlds,8/12/2016,
2049-6737,3 years embargo,cannot,yellow,,Museum Worlds,8/12/2016,
0042-0247,12 months embargo,cannot,yellow,,University of Toronto Quarterly,20/04/2018,
1712-5278,12 months embargo,cannot,yellow,,University of Toronto Quarterly,20/04/2018,
0272-4960,12 months embargo,cannot,green,,IMA Journal of Applied Mathematics,7/09/2017,
1464-3634,12 months embargo,cannot,green,,IMA Journal of Applied Mathematics,7/09/2017,
0725-5136,can,cannot,green,,Thesis Eleven,21/08/2019,
1461-7455,can,cannot,green,,Thesis Eleven,21/08/2019,
2046-6056,cannot,cannot,white,,State Crime Journal,13/12/2016,
2046-6064,cannot,cannot,white,,State Crime Journal,13/12/2016,
1610-241X,2 years embargo,cannot,green,CC,CESifo Economic Studies,13/01/2017,
1612-7501,2 years embargo,cannot,green,CC,CESifo Economic Studies,13/01/2017,
0020-3157,12 months embargo,cannot,green,,Annals of the Institute of Statistical Mathematics,26/09/2018,
1572-9052,12 months embargo,cannot,green,,Annals of the Institute of Statistical Mathematics,26/09/2018,
0340-0727,12 months embargo,cannot,green,,Psychological Research,16/05/2014,
1430-2772,12 months embargo,cannot,green,,Psychological Research,16/05/2014,
1877-7252,12 months embargo,cannot,green,,Conservation Genetics Resources,18/10/2018,
1877-7260,12 months embargo,cannot,green,,Conservation Genetics Resources,18/10/2018,
1720-8319,12 months embargo,cannot,green,,Aging Clinical and Experimental Research,18/10/2018,
1521-6942,12 months embargo,cannot,green,CC-BY-NC-ND,Best Practice & Research Clinical Rheumatology,1/07/2016,
0167-6687,12 months embargo,cannot,green,CC-BY-NC-ND,Insurance: Mathematics and Economics,1/05/2015,
2043-8869,12 months embargo,cannot,yellow,,Journal of Information Technology Teaching Cases,3/09/2018,
0308-6534,18 months embargo,cannot,green,,The Journal of Imperial and Commonwealth History,26/03/2014,
1743-9329,18 months embargo,cannot,green,,The Journal of Imperial and Commonwealth History,26/03/2014,
0065-1036,can,unknown,green,,Acta Arithmetica,20/04/2016,
1730-6264,can,unknown,green,,Acta Arithmetica,20/04/2016,
0047-4045,can,cannot,green,CC-BY-NC-ND,Language in Society,7/10/2014,
1469-8013,can,cannot,green,CC-BY-NC-ND,Language in Society,7/10/2014,
1467-6370,can,cannot,green,,International Journal of Sustainability in Higher Education,16/02/2018,
0895-769X,18 months embargo,cannot,green,,"ANQ: A Quarterly Journal of Short Articles, Notes and Reviews",26/03/2014,
1940-3364,18 months embargo,cannot,green,,"ANQ: A Quarterly Journal of Short Articles, Notes and Reviews",26/03/2014,
0047-2506,12 months embargo,cannot,yellow,,Journal of International Business Studies,3/09/2018,
1478-6990,12 months embargo,cannot,yellow,,Journal of International Business Studies,3/09/2018,
0738-0151,12 months embargo,cannot,green,,Child and Adolescent Social Work Journal,18/10/2018,
1573-2797,12 months embargo,cannot,green,,Child and Adolescent Social Work Journal,18/10/2018,
1363-6669,2 years embargo,cannot,yellow,,Review of Development Economics,24/11/2017,
1467-9361,2 years embargo,cannot,yellow,,Review of Development Economics,24/11/2017,
0199-0039,12 months embargo,cannot,green,,Population and Environment,18/10/2018,
1573-7810,12 months embargo,cannot,green,,Population and Environment,18/10/2018,
2165-784X,can,can,blue,CC-BY,Journal of Civil & Environmental Engineering,28/04/2015,
1465-4520,2 years embargo,cannot,yellow,,International Journal of Nonprofit and Voluntary Sector Marketing,24/11/2017,
1479-103X,2 years embargo,cannot,yellow,,International Journal of Nonprofit and Voluntary Sector Marketing,24/11/2017,
0272-2631,can,cannot,green,CC-BY-NC-ND,Studies in Second Language Acquisition,7/10/2014,
1470-1545,can,cannot,green,CC-BY-NC-ND,Studies in Second Language Acquisition,7/10/2014,
1103-3088,can,cannot,green,,YOUNG,21/08/2019,
1741-3222,can,cannot,green,,YOUNG,21/08/2019,
2051-1434,can,can,green,CC-BY,Conservation Physiology,3/10/2018,
0023-8333,12 months embargo,cannot,yellow,,Language Learning,24/11/2017,
1467-9922,12 months embargo,cannot,yellow,,Language Learning,24/11/2017,
2055-5911,can,cannot,green,,Journal of Tourism Futures,16/02/2018,
1090-1981,can,cannot,green,,Health Education & Behavior,21/08/2019,
1552-6127,can,cannot,green,,Health Education & Behavior,21/08/2019,
2325-1077,cannot,cannot,yellow,,The International Journal of Environmental Sustainability,16/11/2016,
2325-1085,cannot,cannot,yellow,,The International Journal of Environmental Sustainability,16/11/2016,
2379-3694,No information,No information,No information,,ACS Sensors,,
2575-3916,,,,,Journal of Visual Languages and Sentient Systems,,
2573-7147,,,,,Journal of Visual Languages and Sentient Systems,,
2373-518X,,,,,History of Retailing and Consumption,,
2373-5171,,,,,History of Retailing and Consumption,,
0264-6196,can,cannot,green,,British Journal of Visual Impairment,21/08/2019,
1744-5809,can,cannot,green,,British Journal of Visual Impairment,21/08/2019,
0271-2091,12 months embargo,cannot,yellow,,International Journal for Numerical Methods in Fluids,24/11/2017,
1097-0363,12 months embargo,cannot,yellow,,International Journal for Numerical Methods in Fluids,24/11/2017,
0097-3165,12 months embargo,cannot,green,CC-BY-NC-ND,"Journal of Combinatorial Theory, Series A",1/05/2015,
1096-0899,12 months embargo,cannot,green,CC-BY-NC-ND,"Journal of Combinatorial Theory, Series A",1/05/2015,
1559-2960,,,,,Asia Policy,,
1166-3081,12 months embargo,cannot,green,,Journal of Applied Non-Classical Logics,24/02/2016,
1958-5780,12 months embargo,cannot,green,,Journal of Applied Non-Classical Logics,24/02/2016,
1381-1118,12 months embargo,cannot,green,,Archives of Suicide Research,26/03/2014,
1543-6136,12 months embargo,cannot,green,,Archives of Suicide Research,26/03/2014,
2161-6590,can,can,green,CC-BY,"Health, Culture and Society",2/06/2014,
0734-371X,can,cannot,green,,Review of Public Personnel Administration,21/08/2019,
1552-759X,can,cannot,green,,Review of Public Personnel Administration,21/08/2019,
2325-1379,cannot,cannot,yellow,,The International Journal of Designed Objects,16/11/2016,
2325-1395,cannot,cannot,yellow,,The International Journal of Designed Objects,16/11/2016,
0173-9565,12 months embargo,cannot,yellow,,Marine Ecology,24/11/2017,
1439-0485,12 months embargo,cannot,yellow,,Marine Ecology,24/11/2017,
2156-5503,18 months embargo,cannot,green,,"Politics, Groups, and Identities",26/03/2014,
2156-5511,18 months embargo,cannot,green,,"Politics, Groups, and Identities",26/03/2014,
1069-9384,12 months embargo,cannot,green,,Psychonomic Bulletin & Review,16/05/2014,
1531-5320,12 months embargo,cannot,green,,Psychonomic Bulletin & Review,16/05/2014,
0718-2376,,,,,Universum (Talca),,
1038-2097,No information,No information,No information,,Pacific Conservation Biology,,
1077-8012,can,cannot,green,,Violence Against Women,21/08/2019,
1552-8448,can,cannot,green,,Violence Against Women,21/08/2019,
0886-2605,can,cannot,green,,Journal of Interpersonal Violence,21/08/2019,
1552-6518,can,cannot,green,,Journal of Interpersonal Violence,21/08/2019,
1178-3311,,,,,The New Zealand Annual Review of Education,,
1171-3283,,,,,The New Zealand Annual Review of Education,,
0084-4144,2 years embargo,cannot,green,,The Year's Work in English Studies,13/01/2017,
1471-6801,2 years embargo,cannot,green,,The Year's Work in English Studies,13/01/2017,
0047-259X,12 months embargo,cannot,green,CC-BY-NC-ND,Journal of Multivariate Analysis,1/05/2015,
1095-7243,12 months embargo,cannot,green,CC-BY-NC-ND,Journal of Multivariate Analysis,1/05/2015,
1742-5689,can,cannot,green,CC-BY,Journal of The Royal Society Interface,23/03/2020,
1742-5662,can,cannot,green,CC-BY,Journal of The Royal Society Interface,23/03/2020,
0895-8696,12 months embargo,cannot,green,,Journal of Molecular Neuroscience,18/10/2018,
1559-1166,12 months embargo,cannot,green,,Journal of Molecular Neuroscience,18/10/2018,
0730-2312,12 months embargo,cannot,yellow,,Journal of Cellular Biochemistry,24/11/2017,
1097-4644,12 months embargo,cannot,yellow,,Journal of Cellular Biochemistry,24/11/2017,
0885-7490,12 months embargo,cannot,green,,Metabolic Brain Disease,18/10/2018,
1573-7365,12 months embargo,cannot,green,,Metabolic Brain Disease,18/10/2018,
1747-0218,can,cannot,green,,Quarterly Journal of Experimental Psychology,21/08/2019,
1747-0226,can,cannot,green,,Quarterly Journal of Experimental Psychology,21/08/2019,
1802-7962,unknown,unknown,gray,,Cyberpsychology: Journal of Psychosocial Research on Cyberspace,16/05/2019,
2045-824X,No information,No information,No information,,Vascular Cell,,
1941-1405,cannot,cannot,yellow,,Annual Review of Marine Science,22/09/2017,
1941-0611,cannot,cannot,yellow,,Annual Review of Marine Science,22/09/2017,
2056-6700,can,can,green,CC-BY,Open Library of Humanities,9/09/2015,
2046-3820,6 months embargo,cannot,blue,,Francosphères,7/06/2019,
2046-3839,6 months embargo,cannot,blue,,Francosphères,7/06/2019,
0951-5666,12 months embargo,cannot,green,,AI & SOCIETY,18/10/2018,
1435-5655,12 months embargo,cannot,green,,AI & SOCIETY,18/10/2018,
1606-822X,,,,,Language and Linguistics,,
2309-5067,,,,,Language and Linguistics,,
2198-6061,12 months embargo,cannot,green,,Current Climate Change Reports,18/10/2018,
2542-4653,unknown,unknown,gray,,SciPost Physics,16/05/2019,
1473-3536,6 months embargo,cannot,blue,,Journal of Romance Studies,7/06/2019,
1752-2331,6 months embargo,cannot,blue,,Journal of Romance Studies,7/06/2019,
0961-7671,12 months embargo,cannot,yellow,,International Journal of Pharmacy Practice,24/11/2017,
2050-9790,12 months embargo,cannot,yellow,,Journal of Urban Cultural Studies,11/02/2016,
2050-9804,12 months embargo,cannot,yellow,,Journal of Urban Cultural Studies,11/02/2016,
0898-1221,12 months embargo,cannot,green,CC-BY-NC-ND,Computers & Mathematics with Applications,1/05/2015,
1631-073X,12 months embargo,cannot,green,CC-BY-NC-ND,Comptes Rendus Mathematique,1/07/2016,
1446-7887,6 months embargo,cannot,green,CC-BY-NC-ND,Journal of the Australian Mathematical Society,9/10/2014,
1446-8107,6 months embargo,cannot,green,CC-BY-NC-ND,Journal of the Australian Mathematical Society,9/10/2014,
1079-8986,can,can,green,,The Bulletin of Symbolic Logic,6/06/2014,
1943-5894,can,can,green,,The Bulletin of Symbolic Logic,6/06/2014,
1554-964X,12 months embargo,cannot,yellow,,The Geneva Risk and Insurance Review,3/09/2018,
1554-9658,12 months embargo,cannot,yellow,,The Geneva Risk and Insurance Review,3/09/2018,
1783-5917,can,cannot,green,,Competition and Regulation in Network Industries,21/08/2019,
2399-2956,can,cannot,green,,Competition and Regulation in Network Industries,21/08/2019,
0022-4367,12 months embargo,cannot,yellow,,Journal of Risk and Insurance,24/11/2017,
1539-6975,12 months embargo,cannot,yellow,,Journal of Risk and Insurance,24/11/2017,
2227-7390,can,can,green,CC-BY,Mathematics,14/12/2016,
1331-677X,unknown,unknown,gray,,Economic Research-Ekonomska Istraživanja,16/05/2019,
1848-9664,unknown,unknown,gray,,Economic Research-Ekonomska Istraživanja,16/05/2019,
1745-3925,,,,,Monthly Notices of the Royal Astronomical Society: Letters,,
1745-3933,can,can,green,,Monthly Notices of the Royal Astronomical Society: Letters,3/01/2018,
0272-4332,2 years embargo,cannot,yellow,,Risk Analysis,24/11/2017,
1539-6924,2 years embargo,cannot,yellow,,Risk Analysis,24/11/2017,
0957-5820,12 months embargo,cannot,green,CC-BY-NC-ND,Process Safety and Environmental Protection,1/05/2015,
0301-472X,12 months embargo,cannot,green,CC-BY-NC-ND,Experimental Hematology,1/07/2016,
0306-624X,can,cannot,green,,International Journal of Offender Therapy and Comparative Criminology,21/08/2019,
1552-6933,can,cannot,green,,International Journal of Offender Therapy and Comparative Criminology,21/08/2019,
2077-1312,can,can,green,CC-BY,Journal of Marine Science and Engineering,14/12/2016,
1470-6075,12 months embargo,6 months embargo,yellow,CC-BY-ND ,International Journal of Technology Transfer and Commercialisation,25/09/2018,
1741-5284,12 months embargo,6 months embargo,yellow,CC-BY-ND ,International Journal of Technology Transfer and Commercialisation,25/09/2018,
2624-960X,can,can,green,CC-BY,Quantum Reports,14/12/2016,
1748-3727,can,cannot,green,,Nineteenth Century Theatre and Film,21/08/2019,
2048-2906,can,cannot,green,,Nineteenth Century Theatre and Film,21/08/2019,
1560-683X,can,can,green,CC-BY,SA Journal of Information Management,24/03/2017,
2078-1865,can,can,green,CC-BY,SA Journal of Information Management,24/03/2017,
2327-3984,,,,,International Journal of Systems and Society,,
2327-3992,,,,,International Journal of Systems and Society,,
1933-3196,12 months embargo,cannot,green,CC-BY-NC -ND,Journal of EMDR Practice and Research,21/06/2018,
0029-599X,12 months embargo,cannot,green,,Numerische Mathematik,16/05/2014,
0945-3245,12 months embargo,cannot,green,,Numerische Mathematik,16/05/2014,
1745-8552,12 months embargo,cannot,green,,BioSocieties,3/09/2018,
1745-8560,12 months embargo,cannot,green,,BioSocieties,3/09/2018,
