issn,journal_title,oa_model,apc,year
1745-2767,Virtual and Physical Prototyping,Hybrid,2950,2018
1545-5920,Visual Anthropology,Hybrid,2950,2018
1464-0716,Visual Cognition,Hybrid,2950,2018
1555-1407,Visual Communication Quarterly,Hybrid,2950,2018
1941-8361,Visual Culture in Britain,Hybrid,2950,2018
1477-2809,Visual Resources,Hybrid,2950,2018
1472-5878,Visual Studies,Hybrid,2950,2018
2326-8271,Voice and Speech Review,Hybrid,2950,2018
1745-0136,Vulnerable Children and Youth Studies,Hybrid,2950,2018
2042-4345,War & Society,Hybrid,2950,2018
1747-1508,Wasafiri,Hybrid,2950,2018
1941-1707,Water International,Hybrid,2950,2018
1745-5049,Waves in Random and Complex Media,Hybrid,2950,2018
1940-1310,Weatherwise,Hybrid,2950,2018
2169-4060,Webbia,Hybrid,2950,2018
1743-9655,West European Politics,Hybrid,2950,2018
1745-1027,Western Journal of Communication,Hybrid,2950,2018
1754-5382,Whitehall Papers,Hybrid,2950,2018
2379-3414,Whiteness and Education,Hybrid,2950,2018
1541-0323,Women & Criminal Justice,Hybrid,2950,2018
1541-0331,Women & Health,Hybrid,2950,2018
1748-5819,Women & Performance: a journal of feminist theory,Hybrid,2950,2018
1541-0315,Women & Therapy,Hybrid,2950,2018
1470-1367,Women: A Cultural Review,Hybrid,2950,2018
1747-583X,Women's History Review,Hybrid,2950,2018
2329-3713,Women's Reproductive Health,Hybrid,2950,2018
1547-7045,Women's Studies,Hybrid,2950,2018
1747-5848,Women's Writing,Hybrid,2950,2018
1748-0280,Wood Material Science & Engineering,Hybrid,2950,2018
2373-5112,WORD,Hybrid,2950,2018
1943-2178,Word & Image,Hybrid,2950,2018
1464-5335,Work & Stress,Hybrid,2950,2018
1470-1375,World Archaeology,Hybrid,2950,2018
2150-0908,World Art,Hybrid,2950,2018
2056-6077,World Federation of Occupational Therapists Bulletin,Hybrid,2950,2018
1556-1844,World Futures,Hybrid,2950,2018
2048-8440,World Journal of VAT/GST Law,Hybrid,2950,2018
2333-4509,World Leisure Journal,Hybrid,2950,2018
1758-681X,Writing Systems Research,Hybrid,2950,2018
1366-5928,Xenobiotica,Hybrid,2950,2018
2045-0664,Yorkshire Archaeological Journal,Hybrid,2950,2018
1948-4798,Youth Theatre Journal,Hybrid,2950,2018
2165-8013,Zoology and Ecology,Hybrid,2950,2018
2326-2680,Zoology in the Middle East,Hybrid,2950,2018
1743-2758,Applied Earth Science,Hybrid,2950,2017
1837-7130,"Asia-Pacific Journal of Health, Sport and Physical Education",Hybrid,2950,2017
1320-0968,Australian Feminist Law Journal,Hybrid,2950,2017
1323-238X,Australian Journal of Human Rights,Hybrid,2950,2017
2165-5987,Bioengineered,Hybrid,2950,2017
1933-6969,Channels,Hybrid,2950,2017
2157-3735,Engineering Project Organization Journal,Hybrid,2950,2017
1465-3443,Food and Agricultural Immunology,Hybrid,2950,2017
1532-2386,International Journal of Food Properties,Hybrid,2950,2017
2093-7628,International Journal of Sustainable Building Technology and Urban Development,Hybrid,2950,2017
2169-0707,Intrinsically Disordered Proteins,Hybrid,2950,2017
1743-1654,Journal of Adult Theological Education,Hybrid,2950,2017
1469-3712,Journal of Contemporary Central and Eastern Europe,Hybrid,2950,2017
2222-582X,Journal of Early Christian History,Hybrid,2950,2017
2040-0926,Journal of Media Practice,Hybrid,2950,2017
2040-056X,Journal of Organisational Transformation & Social Change,Hybrid,2950,2017
1750-0133,Journal of Victorian Culture,Hybrid,2950,2017
1743-2855,Mineral Processing and Extractive Metallurgy,Hybrid,2950,2017
1743-2863,Mining Technology,Hybrid,2950,2017
2470-8607,MYOPAIN,Hybrid,2950,2017
1949-1042,Nucleus,Hybrid,2950,2017
1743-2928,Redox Report,Hybrid,2950,2017
1321-5906,Small Enterprise Research,Hybrid,2950,2017
2156-5562,Spermatogenesis,Hybrid,2950,2017
1532-7108,The International Journal of Aviation Psychology,Hybrid,2950,2017
2372-3513,Vascularized Composite Allotransplantation,Hybrid,2950,2017
2150-5608,Virulence,Hybrid,2950,2017
2162-4054,Worm,Hybrid,2950,2017
2198-3844,Advanced Science,Open Access,5000,2018
1474-9726,Aging Cell,Open Access,2900,2018
2475-0360,Aging Medicine,Open Access,0,2018
2576-2095,Animal Models and Experimental Medicine,Open Access,0,2018
2328-9503,Annals of Clinical and Translational Neurology,Open Access,3000,2018
2475-0328,Annals of Gastroenterological Surgery,Open Access,1850,2018
2050-2680,Asia & The Pacific Policy Studies,Open Access,0,2018
1530-261X,Atmospheric Science Letters,Open Access,1500,2018
1753-6405,Australian and New Zealand Journal of Public Health,Open Access,0,2018
2380-6761,BJS Open,Open Access,2200,2018
2474-9842,Bioengineering & Translational Medicine,Open Access,1800,2018
2157-9032,Brain and Behavior,Open Access,2700,2018
2045-7634,Cancer Medicine,Open Access,2750,2018
1349-7006,Cancer Science,Open Access,2250,2018
2191-1363,ChemistryOpen,Open Access,3000,2018
2057-4347,Clinical and Experimental Dental Research,Open Access,2300,2018
2050-0068,Clinical & Translational Immunology ,Open Access,2200,2018
1752-8054,Clinical and Translational Science,Open Access,3000,2018
2050-0904,Clinical Case Reports,Open Access,1100,2018
1755-263X,Conservation Letters,Open Access,1850,2018
2163-8306,CPT: Pharmacometrics & Systems Pharmacology,Open Access,3000,2018
2333-5084,Earth and Space Science,Open Access,1800,2018
2328-4277,Earth's Future,Open Access,1800,2018
2045-7758,Ecology and Evolution,Open Access,1950,2018
2150-8925,Ecosphere,Open Access,1500,2018
1931-4732,EFSA Journal,Open Access,2400,2018
1757-4676,EMBO Molecular Medicine,Open Access,4200,2018
2398-9238,"Endocrinology, Diabetes & Metabolism",Open Access,2000,2018
2575-0356 ,Energy & Environmental Materials,Open Access,0,2018
2050-0505,Energy Science & Engineering,Open Access,1900,2018
2470-9239,Epilepsia Open,Open Access,2400,2018
2055-5822,ESC Heart Failure,Open Access,2700,2018
2056-3744,Evolutionary Applications,Open Access,2400,2018
1752-4571,Evolution Letters,Open Access,2500,2018
2573-9832 ,FASEB BioAdvances,Open Access,2200,2018
2211-5463,FEBS Open Bio,Open Access,1495,2018
2048-3694,Food and Energy Security,Open Access,2400,2018
2048-7177,Food Science & Nutrition,Open Access,2200,2018
1757-1693,GCB Bioenergy,Open Access,2500,2018
2054-4049,Geo: Geography and Environment,Open Access,1800,2018
2471-1403,GeoHealth,Open Access,1800,2018
2049-6060,Geoscience Data Journal,Open Access,1500,2018
2056-6646,Global Challenges,Open Access,3500,2018
1369-6513,Health Expectations,Open Access,2430,2018
2398-8835 ,Health Science Reports,Open Access,2200,2018
2471-254X,Hepatology Communications,Open Access,2500,2018
2050-4527,"Immunity, Inflammation and Disease",Open Access,2200,2018
1750-2659,Influenza and Other Respiratory Viruses,Open Access,2700,2018
2475-8876 ,Japan Architectural Review,Open Access,1500,2018
2473-4039,JBMR Plus,Open Access,2500,2018
2397-9070,JGH Open ,Open Access,2000,2018
2572-1143 ,JOR Spine ,Open Access,2250,2018
1526-9914 ,Journal of Applied Clinical Medical Physics,Open Access,500,2018
1883-2148 ,Journal of Arrhythmia,Open Access,0,2018
2190-6009,"Journal of Cachexia, Sarcopenia and Muscle",Open Access,3125,2018
1582-1838,Journal of Cellular and Molecular Medicine,Open Access,2800,2018
2574-4593 ,Journal of Cutaneous Immunology and Allergy,Open Access,2800,2018
2040-1124,Journal of Diabetes Investigation,Open Access,3000,2018
2189-7948,Journal of General and Family Medicine,Open Access,2500,2018
2058-3273,Journal of Interdisciplinary Nanomedicine,Open Access,2000,2018
2051-3909,Journal of Medical Radiation Sciences,Open Access,1900,2018
2047-9980,Journal of the American Heart Association,Open Access,2300,2018
1758-2652 ,Journal of the International AIDS Society ,Open Access,2400,2018
1939-1676,Journal of Veterinary Internal Medicine,Open Access,1700,2018
2378-8038,Laryngoscope Investigative Otolaryngology,Open Access,1950,2018
2379-6146,Learning Health Systems,Open Access,2000,2018
2378-2242,Limnology and Oceanography Letters,Open Access,2500,2018
1942-5120 ,Marine and Coastal Fisheries,Open Access,1800,2018
1751-7915,Microbial Biotechnology,Open Access,2876,2018
2045-8827,MicrobiologyOpen,Open Access,2400,2018
2324-9269,Molecular Genetics & Genomic Medicine,Open Access,2200,2018
1878-0261,Molecular Oncology,Open Access,3000,2018
1744-4292,Molecular Systems Biology,Open Access,4200,2018
2054-1058,Nursing Open,Open Access,2000,2018
2055-2238,Obesity Science & Practice,Open Access,2625,2018
2574-2272 ,Pediatric Investigation,Open Access,0,2018
2052-1707,Pharmacology Research & Perspectives,Open Access,2500,2018
2051-817X,Physiological Reports,Open Access,1600,2018
1467-7644,Plant Biotechnology Journal,Open Access,2800,2018
2475-4455 ,Plant Direct,Open Access,2200,2018
2398-7324 ,Precision Radiation Oncology,Open Access,0,2018
2052-4412,Regeneration,Open Access,2500,2018
2056-3485,Remote Sensing in Ecology and Conservation,Open Access,1921,2018
1445-5781,Reproductive Medicine Biology,Open Access,1600,2018
2475-0379,Research and Practice in Thrombosis and Haemostasis,Open Access,2000,2018
2051-3380,Respirology Case Reports,Open Access,1000,2018
2157-6580,STEM CELLS and Translational Medicine,Open Access,1750,2018
2055-4877,The Depositional Record,Open Access,2000,2018
2056-4538,The Journal of Pathology: Clinical Research,Open Access,2000,2018
1759-7714,Thoracic Cancer,Open Access,2200,2018
2052-4986,Transactions of the London Mathematical Society,Open Access,1250,2018
2053-1095,Veterinary Medicine and Science,Open Access,2000,2018
1467-6281,Abacus,Hybrid,2500,2018
1553-2712,Academic Emergency Medicine,Hybrid,3000,2018
1467-629X,Accounting & Finance,Hybrid,3000,2018
1911-3838,Accounting Perspectives,Hybrid,3000,2018
1399-6576,Acta Anaesthesiologica Scandinavica,Hybrid,3800,2018
1600-0390,Acta Archaeologica,Hybrid,3000,2018
1755-6724,Acta Geologica Sinica (English Edition),Hybrid,3400,2018
1600-0404,Acta Neurologica Scandinavica,Hybrid,4000,2018
1600-0412,Acta Obstetricia et Gynecologica Scandinavica,Hybrid,4000,2018
1755-3768,Acta Ophthalmologica,Hybrid,3000,2018
1651-2227,Acta Paediatrica,Hybrid,3000,2018
1748-1716,Acta Physiologica,Hybrid,3700,2018
1600-0447,Acta Psychiatrica Scandinavica,Hybrid,3600,2018
1463-6395,Acta Zoologica,Hybrid,3000,2018
1360-0443,Addiction,Hybrid,3200,2018
1369-1600,Addiction Biology,Hybrid,3000,2018
2161-0029,Adultspan Journal,Hybrid,3000,2018
2366-7478,Advanced Biosystems,Hybrid,3500,2018
2199-160X,Advanced Electronic Materials ,Hybrid,3500,2018
1614-6840,Advanced Energy Materials,Hybrid,5000,2018
1527-2648,Advanced Engineering Materials,Hybrid,3500,2018
1616-3028,Advanced Functional Materials,Hybrid,5000,2018
2192-2659,Advanced Healthcare Materials,Hybrid,3500,2018
1521-4095,Advanced Materials,Hybrid,5000,2018
2196-7350,Advanced Materials Interfaces,Hybrid,3500,2018
2365-709X,Advanced Materials Technologies,Hybrid,3500,2018
2195-1071,Advanced Optical Materials (Electronic),Hybrid,3500,2018
2511-9044,Advanced Quantum Technologies,Hybrid,3500,2018
2366-7486,Advanced Sustainable Systems,Hybrid,3500,2018
1615-4169,Advanced Synthesis & Catalysis,Hybrid,4000,2018
2513-0390,Advanced Theory and Simulations,Hybrid,3500,2018
2366-3987,Advanced Therapeutics,Hybrid,3500,2018
2573-8461,Advances in Cell and Gene Therapy,Hybrid,2700,2018
1098-2329,Advances in Polymer Technology,Hybrid,2500,2018
2472-5390,AEM Education and Training,Hybrid,3000,2018
1467-8268,African Development Review,Hybrid,3000,2018
1365-2028,African Journal of Ecology,Hybrid,2700,2018
1098-2337,Aggressive Behavior,Hybrid,2500,2018
1520-6297,Agribusiness,Hybrid,2800,2018
1461-9563,Agricultural and Forest Entomology,Hybrid,3000,2018
1547-5905,AIChE Journal,Hybrid,3750,2018
1530-0277,Alcoholism: Clinical and Experimental Research,Hybrid,3000,2018
1365-2036,Alimentary Pharmacology & Therapeutics,Hybrid,4500,2018
1398-9995,Allergy,Hybrid,4150,2018
1548-1433,American Anthropologist,Hybrid,3000,2018
1744-1714,American Business Law Journal,Hybrid,3000,2018
1548-1425,American Ethnologist,Hybrid,3000,2018
1537-2197,American Journal of Botany,Hybrid,1500,2018
1573-2770,American Journal of Community Psychology,Hybrid,3000,2018
1536-7150,American Journal of Economics and Sociology - The,Hybrid,3000,2018
1096-8652,American Journal of Hematology,Hybrid,4100,2018
1520-6300,American Journal of Human Biology,Hybrid,3600,2018
1097-0274,American Journal of Industrial Medicine,Hybrid,3800,2018
1552-4833,American Journal of Medical Genetics Part A,Hybrid,3600,2018
1552-485X,American Journal of Medical Genetics Part B: Neuropsychiatric Genetics,Hybrid,2500,2018
1552-4876,American Journal of Medical Genetics Part C: Seminars in Medical Genetics,Hybrid,2500,2018
1096-8644,American Journal of Physical Anthropology,Hybrid,4200,2018
1540-5907,American Journal of Political Science,Hybrid,3000,2018
1098-2345,American Journal of Primatology,Hybrid,3700,2018
1600-0897,American Journal of Reproductive Immunology,Hybrid,3600,2018
1600-6143,American Journal of Transplantation,Hybrid,4300,2018
1521-0391,American Journal on Addictions - The,Hybrid,3000,2018
1365-2044,Anaesthesia,Hybrid,3000,2018
2153-960X,Analytic Philosophy,Hybrid,2500,2018
1439-0264,Anatomia Histologia Embryologia,Hybrid,2900,2018
1932-8494,Anatomical Record: Advances in Integrative Anatomy and Evolutionary Biology - The,Hybrid,3000,2018
1935-9780,Anatomical Sciences Education,Hybrid,3000,2018
1439-0272,Andrologia,Hybrid,3300,2018
2047-2927,Andrology,Hybrid,3000,2018
1521-3757,Angewandte Chemie,Hybrid,4500,2018
1521-3773,Angewandte Chemie International Edition,Hybrid,4500,2018
1469-1795,Animal Conservation,Hybrid,3000,2018
1365-2052,Animal Genetics,Hybrid,3000,2018
1740-0929,Animal Science Journal,Hybrid,3900,2018
1521-3889,Annalen der Physik,Hybrid,3500,2018
2153-9588,Annals of Anthropological Practice,Hybrid,3000,2018
1744-7348,Annals of Applied Biology,Hybrid,3000,2018
1469-1809,Annals of Human Genetics,Hybrid,2900,2018
1531-8249,Annals of Neurology,Hybrid,3000,2018
1542-474X,Annals of Noninvasive Electrocardiology,Hybrid,3100,2018
1467-8292,Annals of Public and Cooperative Economics,Hybrid,3000,2018
1749-6632,Annals of the New York Academy of Sciences,Hybrid,3500,2018
1548-1492,Anthropology & Education Quarterly,Hybrid,3000,2018
1548-1409,Anthropology and Humanism,Hybrid,3000,2018
1556-3537,Anthropology of Consciousness,Hybrid,3000,2018
1548-1417,Anthropology of Work Review,Hybrid,3000,2018
1467-8322,Anthropology Today,Hybrid,3000,2018
1467-8330,Antipode,Hybrid,3000,2018
1445-2197,ANZ Journal of Surgery,Hybrid,3100,2018
1600-0463,APMIS,Hybrid,3000,2018
1099-0720,Applied Cognitive Psychology,Hybrid,2500,2018
1099-0739,Applied Organometallic Chemistry,Hybrid,2500,2018
1464-0597,Applied Psychology,Hybrid,3000,2018
1758-0854,Applied Psychology: Health and Well-Being,Hybrid,3000,2018
1526-4025,Applied Stochastic Models in Business and Industry,Hybrid,3000,2018
1654-109X,Applied Vegetation Science,Hybrid,3800,2018
1365-2095,Aquaculture Nutrition,Hybrid,3500,2018
1365-2109,Aquaculture Research,Hybrid,3500,2018
1099-0755,Aquatic Conservation: Marine and Freshwater Ecosystems,Hybrid,3700,2018
1600-0471,Arabian Archaeology and Epigraphy,Hybrid,2500,2018
1099-0763,Archaeological Prospection,Hybrid,2700,2018
1834-4453,Archaeology in Oceania,Hybrid,2500,2018
1475-4754,Archaeometry,Hybrid,3000,2018
1551-8248,Archeological Papers of the American Anthropological Association,Hybrid,3000,2018
1521-4184,Archiv der Pharmazie,Hybrid,3000,2018
1520-6327,Archives of Insect Biochemistry and Physiology,Hybrid,2500,2018
1475-4762,Area,Hybrid,3000,2018
2326-5205,Arthritis & Rheumatology,Hybrid,4500,2018
2151-4658,Arthritis Care & Research,Hybrid,4400,2018
1525-1594,Artificial Organs,Hybrid,3400,2018
1744-7941,Asia Pacific Journal of Human Resources,Hybrid,2500,2018
1467-8373,Asia Pacific Viewpoint,Hybrid,2500,2018
1467-8381,Asian Economic Journal,Hybrid,3000,2018
1748-3131,Asian Economic Policy Review,Hybrid,3000,2018
1934-6093,Asian Journal of Control,Hybrid,2500,2018
1758-5910,Asian Journal of Endoscopic Surgery,Hybrid,2500,2018
1522-2357,Asian Journal of Organic Chemistry,Hybrid,3000,2018
1467-839X,Asian Journal of Social Psychology,Hybrid,2500,2018
1943-0787,Asian Politics & Policy,Hybrid,3000,2018
1753-1411,Asian Social Work and Policy Review,Hybrid,2500,2018
1467-8411,Asian-Pacific Economic Literature,Hybrid,2500,2018
1932-2143,Asia-Pacific Journal of Chemical Engineering,Hybrid,3000,2018
1743-7563,Asia-Pacific Journal of Clinical Oncology,Hybrid,3200,2018
2041-6156,Asia-Pacific Journal of Financial Studies,Hybrid,2500,2018
1758-5872,Asia-Pacific Psychiatry,Hybrid,2700,2018
1521-3994,Astronomische Nachrichten - Astronomical Notes,Hybrid,3000,2018
1442-9993,Austral Ecology,Hybrid,3100,2018
2052-1758,Austral Entomology,Hybrid,2500,2018
1440-0960,Australasian Journal of Dermatology,Hybrid,2900,2018
2205-0140,Australasian Journal of Ultrasound in Medicine,Hybrid,2500,2018
1741-6612,Australasian Journal on Ageing,Hybrid,2700,2018
1467-842X,Australia and New Zealand Journal of Statistics,Hybrid,2700,2018
1835-2561,Australian Accounting Review,Hybrid,2500,2018
1467-8438,Australian and New Zealand Journal of Family Therapy,Hybrid,2500,2018
1479-828X,Australian and New Zealand Journal of Obstetrics and Gynaecology - The,Hybrid,3300,2018
1834-7819,Australian Dental Journal,Hybrid,2500,2018
1467-8446,Australian Economic History Review,Hybrid,2500,2018
1467-8454,Australian Economic Papers,Hybrid,2500,2018
1467-8462,Australian Economic Review - The,Hybrid,2500,2018
1747-4477,Australian Endodontic Journal,Hybrid,2500,2018
1467-8489,Australian Journal of Agricultural and Resource Economics - The,Hybrid,2500,2018
